"codigo","codigoPai","descricao","nivel","ehFolha"
"29375000","2937","Prostaglandinas, tromboxanas e leucotrienos, seus derivados e análogos estruturais",3,true
"293790","2937","Outros",3,false
"29379010","293790","Tiratricol (triac) e seu sal sódico",4,true
"29379030","293790","Levotiroxina sódica",4,true
"29379040","293790","Liotironina sódica",4,true
"29379090","293790","Outros",4,true
"2938","29","Heterosídios, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados.",2,false
"29381000","2938","Rutosídio (rutina) e seus derivados",3,true
"293890","2938","Outros",3,false
"29389010","293890","Deslanosídio",4,true
"29389020","293890","Esteviosídio",4,true
"29389090","293890","Outros",4,true
"2939","29","Alcalóides vegetais, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados.",2,false
"29391","2939","Alcalóides do ópio e seus derivados; sais destes produtos:",3,false
"293911","29391","Concentrados de palha de dormideira ou papoula; buprenorfina (dci), codeína, diidrocodeína (dci), etilmorfina, etorfina (dci), folcodina (dci), heroína, hidrocodona (dci), hidromorfona (dci), morfina, nicomorfina (dci), oxicodona (dci), oximorfona (dci), tebacona (dci) e tebaína; sais destes produtos",4,false
"29391110","293911","Concentrados de palha de dormideira ou papoula",5,true
"2939112","293911","Buprenorfina, codeína e diidrocodeína; sais destes produtos",5,false
"29391121","2939112","Buprenorfina e seus sais",6,true
"29391122","2939112","Codeína e seus sais",6,true
"29391123","2939112","Diidrocodeína e seus sais",6,true
"2939113","293911","Etilmorfina e etorfina; sais destes produtos",5,false
"29391131","2939113","Etilmorfina e seus sais",6,true
"29391132","2939113","Etorfina e seus sais",6,true
"29391140","293911","Folcodina e seus sais",5,true
"2939115","293911","Heroína, hidrocodona e hidromorfona; sais destes produtos",5,false
"29391151","2939115","Heroína e seus sais",6,true
"29391152","2939115","Hidrocodona e seus sais",6,true
"29391153","2939115","Hidromorfona e seus sais",6,true
"2939116","293911","Morfina e seus sais",5,false
"29391161","2939116","Morfina",6,true
"29391162","2939116","Cloridrato e sulfato de morfina",6,true
"29391169","2939116","Outros",6,true
"29391170","293911","Nicomorfina e seus sais",5,true
"2939118","293911","Oxicodona e oximorfona; sais destes produtos",5,false
"29391181","2939118","Oxicodona e seus sais",6,true
"29391182","2939118","Oximorfona e seus sais",6,true
"2939119","293911","Tebacona e tebaína; sais destes produtos",5,false
"29391191","2939119","Tebacona e seus sais",6,true
"29391192","2939119","Tebaína e seus sais",6,true
"29391900","29391","Outros",4,true
"29392000","2939","Alcalóides da quina e seus derivados; sais destes produtos",3,true
"293930","2939","Cafeína e seus sais",3,false
"29393010","293930","Cafeína",4,true
"29393020","293930","Sais",4,true
"29394","2939","Efedrinas e seus sais:",3,false
"29394100","29394","Efedrina e seus sais",4,true
"29394200","29394","Pseudoefedrina (dci) e seus sais",4,true
"29394300","29394","Catina (dci) e seus sais",4,true
"29394400","29394","Norefedrina e seus sais",4,true
"29394900","29394","Outros",4,true
"29395","2939","Teofilina e aminofilina (teofilina-etilenodiamina) e seus derivados; sais destes produtos:",3,false
"29395100","29395","Fenetilina (dci) e seus sais",4,true
"293959","29395","Outros",4,false
"29395910","293959","Teofilina",5,true
"29395920","293959","Aminofilina",5,true
"29395990","293959","Outros",5,true
"29396","2939","Alcalóides da cravagem do centeio e seus derivados; sais destes produtos:",3,false
"29396100","29396","Ergometrina (dci) e seus sais",4,true
"29396200","29396","Ergotamina (dci) e seus sais",4,true
"29396300","29396","Ácido lisérgico e seus sais",4,true
"293969","29396","Outros",4,false
"2939691","293969","Derivados da ergometrina e seus sais",5,false
"29396911","2939691","Maleato de metilergometrina",6,true
"29396919","2939691","Outros",6,true
"2939692","293969","Derivados da ergotamina e seus sais",5,false
"29396921","2939692","Mesilato de diidroergotamina",6,true
"29396929","2939692","Outros",6,true
"2939693","293969","Ergocornina e seus derivados; sais destes produtos",5,false
"29396931","2939693","Mesilato de diidroergocornina",6,true
"29396939","2939693","Outros",6,true
"2939694","293969","Ergocriptina e seus derivados; sais destes produtos",5,false
"29396941","2939694","Mesilato de alfa-diidroergocriptina",6,true
"29396942","2939694","Mesilato de beta-diidroergocriptina",6,true
"29396949","2939694","Outros",6,true
"2939695","293969","Ergocristina e seus derivados; sais destes produtos",5,false
"29396951","2939695","Ergocristina",6,true
"29396952","2939695","Metanossulfonato de diidroergocristina",6,true
"29396959","2939695","Outros",6,true
"29396990","293969","Outros",5,true
"29399","2939","Outros:",3,false
"293991","29399","Cocaína, ecgonina, levometanfetamina, metanfetamina (dci), racemato de metanfetamina; sais, ésteres e outros derivados destes produtos",4,false
"2939911","293991","Cocaína e ecgonina; sais, ésteres e outros derivados destes produtos",5,false
"29399111","2939911","Cocaína e seus sais",6,true
"29399112","2939911","Ecgonina e seus sais",6,true
"29399119","2939911","Outros",6,true
"29399120","293991","Levometanfetamina, seus sais, ésteres e outros derivados",5,true
"29399130","293991","Metanfetamina, seus sais, ésteres e outros derivados",5,true
"29399140","293991","Racemato de metanfetamina, seus sais, ésteres e outros derivados",5,true
"293999","29399","Outros",4,false
"2939991","293999","Escopolamina e seus derivados; sais destes produtos",5,false
"29399911","2939991","Brometo de n-butilescopolamônio",6,true
"29399919","2939991","Outros",6,true
"29399920","293999","Teobromina e seus derivados; sais destes produtos",5,true
"2939993","293999","Pilocarpina e seus sais",5,false
"29399931","2939993","Pilocarpina, seu nitrato e seu cloridrato",6,true
"29399939","2939993","Outros",6,true
"29399940","293999","Tiocolquicósido",5,true
"29399990","293999","Outros",5,true
"294000","29","Açúcares quimicamente puros, exceto sacarose, lactose, maltose, glicose e frutose (levulose); éteres, acetais e ésteres de açúcares, e seus sais, exceto os produtos das posições 29.37, 29.38 ou 29.39.",2,false
"2940001","294000","Açúcares quimicamente puros",3,false
"29400011","2940001","Galactose",4,true
"29400012","2940001","Arabinose",4,true
"29400013","2940001","Ramnose",4,true
"29400019","2940001","Outros",4,true
"2940002","294000","Ácido lactobiônico, seus sais e seus ésteres; derivados halogenados, sulfonados, nitrados ou nitrosados destes produtos",3,false
"29400021","2940002","Ácido lactobiônico",4,true
"29400022","2940002","Lactobionato de cálcio",4,true
"29400023","2940002","Bromolactobionato de cálcio",4,true
"29400029","2940002","Outros",4,true
"2940009","294000","Outros",3,false
"29400092","2940009","Frutose-1,6-difosfato de cálcio ou de sódio",4,true
"29400093","2940009","Maltitol",4,true
"29400094","2940009","Lactogluconato de cálcio",4,true
"29400099","2940009","Outros",4,true
"2941","29","Antibióticos.",2,false
"294110","2941","Penicilinas e seus derivados, com a estrutura do ácido penicilânico; sais destes produtos",3,false
"29411010","294110","Ampicilina e seus sais",4,true
"29411020","294110","Amoxicilina e seus sais",4,true
"2941103","294110","Penicilina v e seus derivados; sais destes produtos",4,false
"29411031","2941103","Penicilina v potássica",5,true
"29411039","2941103","Outros",5,true
"2941104","294110","Penicilina g e seus derivados; sais destes produtos",4,false
"29411041","2941104","Penicilina g potássica",5,true
"29411042","2941104","Penicilina g benzatínica",5,true
"29411043","2941104","Penicilina g procaínica",5,true
"29411049","2941104","Outros",5,true
"29411090","294110","Outros",4,true
"294120","2941","Estreptomicinas e seus derivados; sais destes produtos",3,false
"29412010","294120","Sulfatos",4,true
"29412090","294120","Outros",4,true
"294130","2941","Tetraciclinas e seus derivados; sais destes produtos",3,false
"29413010","294130","Cloridrato de tetraciclina",4,true
"29413020","294130","Oxitetraciclina",4,true
"2941303","294130","Minociclina e seus sais",4,false
"29413031","2941303","Minociclina",5,true
"29413032","2941303","Sais",5,true
"29413090","294130","Outros",4,true
"294140","2941","Cloranfenicol e seus derivados; sais destes produtos",3,false
"2941401","294140","Cloranfenicol e seus ésteres",4,false
"29414011","2941401","Cloranfenicol, seu palmitato, seu succinato e seu hemissuccinato",5,true
"29414019","2941401","Outros",5,true
"29414020","294140","Tianfenicol e seus ésteres",4,true
"29414090","294140","Outros",4,true
"294150","2941","Eritromicina e seus derivados; sais destes produtos",3,false
"29415010","294150","Claritromicina",4,true
"29415020","294150","Eritromicina e seus sais",4,true
"29415090","294150","Outros",4,true
"294190","2941","Outros",3,false
"2941901","294190","Rifamicinas e seus derivados; sais destes produtos",4,false
"29419011","2941901","Rifamicina s",5,true
"29419012","2941901","Rifampicina (rifamicina amp)",5,true
"29419013","2941901","Rifamicina sv sódica",5,true
"29419019","2941901","Outros",5,true
"2941902","294190","Lincomicina e seus derivados; sais destes produtos",4,false
"29419021","2941902","Cloridrato de lincomicina",5,true
"29419022","2941902","Fosfato de clindamicina",5,true
"29419029","2941902","Outros",5,true
"2941903","294190","Cefalosporinas e cefamicinas, e seus derivados; sais destes produtos",4,false
"29419031","2941903","Ceftriaxona e seus sais",5,true
"29419032","2941903","Cefoperazona e seus sais, cefazolina sódica",5,true
"29419033","2941903","Cefaclor e cefalexina monoidratados, cefalotina sódica",5,true
"29419034","2941903","Cefadroxil e seus sais",5,true
"29419035","2941903","Cefotaxima sódica",5,true
"29419036","2941903","Cefoxitina e seus sais",5,true
"29419037","2941903","Cefalosporina c",5,true
"29419039","2941903","Outros",5,true
"2941904","294190","Aminoglucosídios e seus sais",4,false
"29419041","2941904","Sulfato de neomicina",5,true
"29419042","2941904","Embonato de gentamicina (pamoato de gentamicina)",5,true
"29419043","2941904","Sulfato de gentamicina",5,true
"29419049","2941904","Outros",5,true
"2941905","294190","Macrolídios e seus sais",4,false
"29419051","2941905","Embonato de espiramicina (pamoato de espiramicina)",5,true
"29419059","2941905","Outros",5,true
"2941906","294190","Polienos e seus sais",4,false
"29419061","2941906","Nistatina e seus sais",5,true
"29419062","2941906","Anfotericina b e seus sais",5,true
"29419069","2941906","Outros",5,true
"2941907","294190","Poliéteres e seus sais",4,false
"29419071","2941907","Monensina sódica",5,true
"29419072","2941907","Narasina",5,true
"29419073","2941907","Avilamicinas",5,true
"29419079","2941907","Outros",5,true
"2941908","294190","Polipeptídios e seus sais",4,false
"29419081","2941908","Polimixinas e seus sais",5,true
"29419082","2941908","Sulfato de colistina",5,true
"29419083","2941908","Virginiamicinas e seus sais",5,true
"29419089","2941908","Outros",5,true
"2941909","294190","Outros",4,false
"29419091","2941909","Griseofulvina e seus sais",5,true
"29419092","2941909","Fumarato de tiamulina",5,true
"29419099","2941909","Outros",5,true
"29420000","29","Outros compostos orgânicos.",2,true
"30",,"Produtos farmacêuticos",1,false
"3001","30","Glândulas e outros órgãos para usos opoterápicos, dessecados, mesmo em pó; extratos de glândulas ou de outros órgãos ou das suas secreções, para usos opoterápicos; heparina e seus sais; outras substâncias humanas ou animais preparadas para fins terapêuticos ou profiláticos, não especificadas nem compreendidas noutras posições.",2,false
"300120","3001","Extratos de glândulas ou de outros órgãos ou das suas secreções",3,false
"30012010","300120","De fígado",4,true
"30012090","300120","Outros",4,true
"300190","3001","Outros",3,false
"30019010","300190","Heparina e seus sais",4,true
"30019020","300190","Pedaços de pericárdio de origem bovina ou suína",4,true
"3001903","300190","Glândulas e outros órgãos, dessecados, mesmo em pó",4,false
"30019031","3001903","Fígados",5,true
"30019039","3001903","Outros",5,true
"30019090","300190","Outros",4,true
"3002","30","Sangue humano; sangue animal preparado para usos terapêuticos, profiláticos ou de diagnóstico; anti-soros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica; vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes.",2,false
"300210","3002","Anti-soros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica",3,false
"3002101","300210","Anti-soros específicos de animais ou de pessoas imunizados",4,false
"30021011","3002101","Antiofídicos e outros antivenenosos",5,true
"30021012","3002101","Antitetânico",5,true
"30021013","3002101","Anticatarral",5,true
"30021014","3002101","Antipiogênico",5,true
"30021015","3002101","Antidiftérico",5,true
"30021016","3002101","Polivalentes",5,true
"30021019","3002101","Outros",5,true
"3002102","300210","Outras frações do sangue e produtos imunológicos, exceto os preparados como medicamentos",4,false
"30021022","3002102","Imunoglobulina anti-rh",5,true
"30021023","3002102","Outras imunoglobulinas séricas",5,true
"30021024","3002102","Concentrado de fator viii",5,true
"30021025","3002102","Soroalbumina, em forma de gel, para preparação de reagentes de diagnóstico",5,true
"30021026","3002102","Anticorpos monoclonais em solução tampão, contendo albumina bovina",5,true
"30021029","3002102","Outros",5,true
"3002103","300210","Outras frações do sangue e produtos imunológicos, preparados como medicamentos",4,false
"30021031","3002103","Soroalbumina, exceto a humana",5,true
"30021032","3002103","Plasmina (fibrinolisina)",5,true
"30021033","3002103","Uroquinase",5,true
"30021034","3002103","Imunoglobulina e cloridrato de histamina, associados",5,true
"30021035","3002103","Imunoglobulina g, liofilizada ou em solução",5,true
"30021036","3002103","Interferon beta; peg interferon alfa-2-a",5,true
"30021037","3002103","Soroalbumina humana",5,true
"30021038","3002103","Basiliximab (dci); bevacizumab (dci); daclizumab (dci); etanercept (dci); gemtuzumab ozogamicin (dci); oprelvekin (dci); rituximab (dci); trastuzumab (dci)",5,true
"30021039","3002103","Outros",5,true
"300220","3002","Vacinas para medicina humana",3,false
"3002201","300220","Não apresentadas em doses, nem acondicionadas para venda a retalho",4,false
"30022011","3002201","Contra a gripe",5,true
"30022012","3002201","Contra a poliomielite",5,true
"30022013","3002201","Contra a hepatite b",5,true
"30022014","3002201","Contra o sarampo",5,true
"30022015","3002201","Contra a meningite",5,true
"30022016","3002201","Contra a rubéola, sarampo e caxumba (tríplice)",5,true
"30022017","3002201","Outras tríplices",5,true
"30022018","3002201","Anticatarral e antipiogênico",5,true
"30022019","3002201","Outras",5,true
"3002202","300220","Apresentadas em doses ou acondicionadas para venda a retalho",4,false
"30022021","3002202","Contra a gripe",5,true
"30022022","3002202","Contra a poliomielite",5,true
"30022023","3002202","Contra a hepatite b",5,true
"30022024","3002202","Contra o sarampo",5,true
"30022025","3002202","Contra a meningite",5,true
"30022026","3002202","Contra a rubéola, sarampo e caxumba (tríplice)",5,true
"30022027","3002202","Outras tríplices",5,true
"30022028","3002202","Anticatarral e antipiogênico",5,true
"30022029","3002202","Outras",5,true
"300230","3002","Vacinas para medicina veterinária",3,false
"30023010","300230","Contra a raiva",4,true
"30023020","300230","Contra a coccidiose",4,true
"30023030","300230","Contra a querato-conjuntivite",4,true
"30023040","300230","Contra a cinomose",4,true
"30023050","300230","Contra a leptospirose",4,true
"30023060","300230","Contra a febre aftosa",4,true
"30023070","300230","Contra as seguintes enfermidades: de newcastle, a vírus vivo ou vírus inativo; de gumboro, a vírus vivo ou vírus inativo; bronquite, a vírus vivo ou vírus inativo; difteroviruela, a vírus vivo; síndrome de queda de postura (eds); salmonelose aviária, elaborada com cepa 9r; cólera de aves, inativadas",4,true
"30023080","300230","Vacinas combinadas contra as enfermidades citadas no item 3002.30.70",4,true
"30023090","300230","Outras",4,true
"300290","3002","Outros",3,false
"30029010","300290","Reagentes de origem microbiana para diagnóstico",4,true
"30029020","300290","Antitoxinas de origem microbiana",4,true
"30029030","300290","Tuberculinas",4,true
"3002909","300290","Outros",4,false
"30029091","3002909","Para a saúde animal",5,true
"30029092","3002909","Para a saúde humana",5,true
"30029093","3002909","Saxitoxina",5,true
"30029094","3002909","Ricina",5,true
"30029099","3002909","Outros",5,true
"3003","30","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",2,false
"300310","3003","Que contenham penicilinas ou seus derivados, com a estrutura do ácido penicilânico, ou estreptomicinas ou seus derivados",3,false
"3003101","300310","Que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico",4,false
"30031011","3003101","Ampicilina ou seus sais",5,true
"30031012","3003101","Amoxicilina ou seus sais",5,true
"30031013","3003101","Penicilina g benzatínica",5,true
"30031014","3003101","Penicilina g potássica",5,true
"30031015","3003101","Penicilina g procaínica",5,true
"30031019","3003101","Outros",5,true
"30031020","300310","Que contenham estreptomicinas ou seus derivados",4,true
"300320","3003","Que contenham outros antibióticos",3,false
"3003201","300320","Que contenham anfenicóis ou seus derivados",4,false
"30032011","3003201","Cloranfenicol, seu palmitato, seu succinato ou seu hemissuccinato",5,true
"30032019","3003201","Outros",5,true
"3003202","300320","Que contenham macrolídios ou seus derivados",4,false
"30032021","3003202","Eritromicina ou seus sais",5,true
"30032029","3003202","Outros",5,true
"3003203","300320","Que contenham ansamicinas ou seus derivados",4,false
"30032031","3003203","Rifamicina sv sódica",5,true
"30032032","3003203","Rifampicina",5,true
"30032039","3003203","Outros",5,true
"3003204","300320","Que contenham lincosamidas ou seus derivados",4,false
"30032041","3003204","Cloridrato de lincomicina",5,true
"30032049","3003204","Outros",5,true
"3003205","300320","Que contenham cefalosporinas, cefamicinas ou derivados destes produtos",4,false
"30032051","3003205","Cefalotina sódica",5,true
"30032052","3003205","Cefaclor ou cefalexina monoi",5,true
"30032059","3003205","Outros",5,true
"3003206","300320","Que contenham aminoglucosídios ou seus derivados",4,false
"30032061","3003206","Sulfato de gentamicina",5,true
"30032062","3003206","Daunorubicina",5,true
"30032063","3003206","Idarubicina; pirarubicina",5,true
"30032069","3003206","Outros",5,true
"3003207","300320","Que contenham polipeptídios ou seus derivados",4,false
"30032071","3003207","Vancomicina",5,true
"30032072","3003207","Actinomicinas",5,true
"30032073","3003207","Ciclosporina a",5,true
"30032079","3003207","Outros",5,true
"3003209","300320","Outros",4,false
"30032091","3003209","Mitomicina",5,true
"30032092","3003209","Fumarato de tiamulina",5,true
"30032093","3003209","Bleomicinas ou seus sais",5,true
"30032094","3003209","Imipenem",5,true
"30032095","3003209","Anfotericina b em lipossomas",5,true
"30032099","3003209","Outros",5,true
"30033","3003","Que contenham hormônios ou outros produtos da posição 29.37, mas que não contenham antibióticos:",3,false
"30033100","30033","Que contenham insulina",4,true
"300339","30033","Outros",4,false
"3003391","300339","Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (acth); gonadotropina coriônica (hcg); gonadotropina sérica (pmsg); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",5,false
"30033911","3003391","Somatotropina",6,true
"30033912","3003391","Gonadotropina coriônica (hcg)",6,true
"30033913","3003391","Menotropinas",6,true
"30033914","3003391","Corticotropina (acth)",6,true
"30033915","3003391","Gonadotropina sérica (pmsg)",6,true
"30033916","3003391","Somatostatina ou seus sais",6,true
"30033917","3003391","Buserelina ou seu acetato",6,true
"30033918","3003391","Triptorelina ou seus sais",6,true
"30033919","3003391","Leuprolida e seu acetato",6,true
"3003392","300339","Que contenham outros hormônios polipeptídicos ou protéicos, mas que não contenham produtos do item 3003.39.1",5,false
"30033921","3003392","Lh-rh (gonadorelina)",6,true
"30033922","3003392","Oxitocina",6,true
"30033923","3003392","Sais de insulina",6,true
"30033924","3003392","Timosinas",6,true
"30033925","3003392","Octreotida",6,true
"30033926","3003392","Goserelina ou seu acetato",6,true
"30033927","3003392","Nafarelina ou seu acetato",6,true
"30033929","3003392","Outros",6,true
"3003393","300339","Que contenham estrogênios ou progestogênios",5,false
"30033931","3003393","Hemissuccinato de estradiol",6,true
"30033932","3003393","Fempropionato de estradiol",6,true
"30033933","3003393","Estriol ou seu succinato",6,true
"30033934","3003393","Alilestrenol",6,true
"30033935","3003393","Linestrenol",6,true
"30033936","3003393","Acetato de megestrol; formestano; fulvestranto",6,true
"30033937","3003393","Desogestrel",6,true
"30033939","3003393","Outros",6,true
"3003398","300339","Levotiroxina sódica; liotironina sódica",5,false
"30033981","3003398","Levotiroxina sódica",6,true
"30033982","3003398","Liotironina sódica",6,true
"3003399","300339","Outros",5,false
"30033991","3003399","Sal sódico ou éster metílico do ácido 9,11,15-triidroxi-16-(3-clorofenoxi)prosta-5,13-dien-1-óico (derivado da prostaglandina f2alfa)",6,true
"30033992","3003399","Tiratricol (triac) ou seu sal sódico",6,true
"30033994","3003399","Espironolactona",6,true
"30033995","3003399","Exemestano",6,true
"30033999","3003399","Outros",6,true
"300340","3003","Que contenham alcalóides ou seus derivados, mas que não contenham hormônios nem outros produtos da posição 29.37, nem antibióticos",3,false
"30034010","300340","Vimblastina; vincristina; derivados destes produtos; topotecan ou seu cloridrato",4,true
"30034020","300340","Pilocarpina, seu nitrato ou seu cloridrato",4,true
"30034030","300340","Metanossulfonato de diidroergocristina",4,true
"30034040","300340","Codeína ou seus sais",4,true
"30034050","300340","Granisetron; tropisetrona ou seu cloridrato",4,true
"30034090","300340","Outros",4,true
"300390","3003","Outros",3,false
"3003901","300390","Que contenham vitaminas e outros produtos da posição 29.36",4,false
"30039011","3003901","Folinato de cálcio (leucovorina)",5,true
"30039012","3003901","Nicotinamida",5,true
"30039013","3003901","Hidroxocobalamina ou seus sais; cianocobalamina",5,true
"30039014","3003901","Vitamina a1 (retinol) ou seus derivados, exceto o ácido retinóico",5,true
"30039015","3003901","D-pantotenato de cálcio; vitamina d3 (colecalciferol)",5,true
"30039016","3003901","Ésteres das vitaminas a e d3, em concentração superior ou igual a 1.500.000 ui/g de vitamina a e superior ou igual a 50.000 ui/g de vitamina d3",5,true
"30039017","3003901","Ácido retinóico (tretinoína)",5,true
"30039019","3003901","Outros",5,true
"3003902","300390","Que contenham enzimas mas que não contenham vitaminas nem outros produtos da posição 29.36",4,false
"30039021","3003902","Estreptoquinase",5,true
"30039022","3003902","L-asparaginase",5,true
"30039023","3003902","Deoxirribonuclease",5,true
"30039029","3003902","Outros",5,true
"3003903","300390","Que contenham produtos das posições 29.16 a 29.20, mas que não contenham produtos dos itens 3003.90.1 e 3003.90.2",4,false
"30039031","3003903","Permetrina; nitrato de propatila; benzoato de benzila; dioctilsulfossuccinato de sódio",5,true
"30039032","3003903","Ácido cólico; ácido deoxicólico; sal magnésico do ácido deidrocólico",5,true
"30039033","3003903","Ácido glucônico, seus sais ou seus ésteres",5,true
"30039034","3003903","Ácido o-acetilsalicílico; o-acetilsalicilato de alumínio; salicilato de metila; diclorvós",5,true
"30039035","3003903","Lactofosfato de cálcio",5,true
"30039036","3003903","Ácido láctico, seus sais ou seus ésteres; ácido 4-(4-hidroxifenoxi)-3,5- diiodofenilacético",5,true
"30039037","3003903","Ácido fumárico, seus sais ou seus ésteres",5,true
"30039038","3003903","Etretinato; fosfestrol ou seus sais de di ou tetrassódio",5,true
"30039039","3003903","Outros",5,true
"3003904","300390","Que contenham produtos das posições 29.21 e 29.22, mas que não contenham produtos dos itens 3003.90.1 a 3003.90.3",4,false
"30039041","3003904","Sulfato de tranilcipromina; dietilpropiona",5,true
"30039042","3003904","Cloridrato de ketamina",5,true
"30039043","3003904","Clembuterol ou seu cloridrato",5,true
"30039044","3003904","Tamoxifen ou seu citrato",5,true
"30039045","3003904","Levodopa; alfa-metildopa",5,true
"30039046","3003904","Cloridrato de fenilefrina; mirtecaína; propranolol ou seus sais",5,true
"30039047","3003904","Diclofenaco de sódio; diclofenaco de potássio; diclofenaco de dietilamônio",5,true
"30039048","3003904","Clorambucil; clormetina (dci) ou seu cloridrato; melfalano; toremifene ou seu citrato",5,true
"30039049","3003904","Outros",5,true
"3003905","300390","Que contenham produtos das posições 29.24 a 29.26, mas que não contenham produtos dos itens 3003.90.1 a 3003.90.4",4,false
"30039051","3003905","Metoclopramida ou seu cloridrato; closantel",5,true
"30039052","3003905","Atenolol; prilocaína ou seu cloridrato; talidomida",5,true
"30039053","3003905","Lidocaína ou seu cloridrato; flutamida",5,true
"30039054","3003905","Femproporex",5,true
"30039055","3003905","Paracetamol; bromoprida",5,true
"30039056","3003905","Amitraz; cipermetrina",5,true
"30039057","3003905","Clorexidina ou seus sais; isetionato de pentamidina",5,true
"30039058","3003905","Aminoglutetimida; carmustina; deferoxamina (desferrioxamina b) ou seus sais, derivados destes produtos; lomustina",5,true
"30039059","3003905","Outros",5,true
"3003906","300390","Que contenham produtos das posições 29.30 a 29.32, mas que não contenham produtos dos itens 3003.90.1 a 3003.90.5",4,false
"30039061","3003906","Quercetina",5,true
"30039062","3003906","Tiaprida",5,true
"30039063","3003906","Etidronato dissódico",5,true
"30039064","3003906","Cloridrato de amiodarona",5,true
"30039065","3003906","Nitrovin; moxidectina",5,true
"30039066","3003906","Ácido clodrônico ou seu sal dissódico; estreptozocina; fotemustina",5,true
"30039067","3003906","Carbocisteína; sulfiram",5,true
"30039069","3003906","Outros",5,true
"3003907","300390","Que contenham produtos da posição 29.33, mas que não contenham produtos dos itens 3003.90.1 a 3003.90.6",4,false
"30039071","3003907","Terfenadina; talniflumato; malato ácido de cleboprida; econazol ou seu nitrato; nitrato de isoconazol; flubendazol; cloridrato de mepivacaína; trimetoprima; cloridrato de bupivacaína",5,true
"30039072","3003907","Cloridrato de loperamida; fembendazol; ketorolac trometamina; nifedipina; nimodipina; nitrendipina",5,true
"30039073","3003907","Albendazol ou seu sulfóxido; mebendazol; 6-mercaptopurina; metilsulfato de amezínio; oxifendazol; praziquantel",5,true
"30039074","3003907","Alprazolam; bromazepam; clordiazepóxido; cloridrato de petidina; diazepam; droperidol; mazindol; triazolam",5,true
"30039075","3003907","Benzetimida ou seu cloridrato; fenitoína ou seu sal sódico; isoniazida; pirazinamida",5,true
"30039076","3003907","Ácido 2-(2-metil-3-cloroanilina)nicotínico ou seu sal de lisina; metronidazol ou seus sais; azatioprina; nitrato de miconazol",5,true
"30039077","3003907","Enrofloxacina; maleato de enalapril; maleato de pirilamina; nicarbazina; norfloxacina; sais de piperazina",5,true
"30039078","3003907","Altretamina; bortezomib; cloridrato de erlotinibe; dacarbazina; disoproxilfumarato de tenofovir; enfuvirtida; fluspirileno; letrozol; lopinavir; mesilato de imatinib; nelfinavir ou seu mesilato; nevirapine; pemetrexed; saquinavir; sulfato de abacavir; sulfato de atazanavir; sulfato de indinavir; temozolomida; tioguanina; tiopental sódico; trietilenotiofosforamida; trimetrexato; uracil e tegafur; verteporfin",5,true
"30039079","3003907","Outros",5,true
"3003908","300390","Que contenham produtos das posições 29.34, 29.35 e 29.38, mas que não contenham produtos dos itens 3003.90.1 a 3003.90.7",4,false
"30039081","3003908","Levamisol ou seus sais; tetramisol",5,true
"30039082","3003908","Sulfadiazina ou seu sal sódico; sulfametoxazol",5,true
"30039083","3003908","Cloxazolam; ketazolam; piroxicam; tenoxicam",5,true
"30039084","3003908","Ftalilsulfatiazol; inosina",5,true
"30039085","3003908","Enantato de flufenazina; prometazina; gliburida; rutosídio; deslanosídio",5,true
"30039086","3003908","Clortalidona; furosemida",5,true
"30039087","3003908","Cloridrato de tizanidina; cetoconazol; furazolidona",5,true
"30039088","3003908","Amprenavir; aprepitanto; delavirdina ou seu mesilato; efavirenz; emtricitabina; etopósido; everolimus; fosamprenavir cálcico; fosfato de fludarabina; gencitabina ou seu cloridrato; raltitrexida; ritonavir; sirolimus; tacrolimus; temsirolimus; tenipósido",5,true
"30039089","3003908","Outros",5,true
"3003909","300390","Outros",4,false
"30039091","3003909","Extrato de pólen",5,true
"30039092","3003909","Crisarobina; disofenol",5,true
"30039093","3003909","Diclofenaco resinato",5,true
"30039094","3003909","Silimarina",5,true
"30039095","3003909","Bussulfano; dexormaplatina; dietilestilbestrol ou seu dipropionato; enloplatina; iproplatina; lobaplatina; miboplatina; miltefosina; mitotano; ormaplatina; procarbazina ou seu cloridrato; propofol; sebriplatina; zeniplatina",5,true
"30039096","3003909","Complexo de ferro dextrana",5,true
"30039099","3003909","Outros",5,true
"3004","30","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.",2,false
"300410","3004","Que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, ou estreptomicinas ou seus derivados",3,false
